trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
811,False,"{'a': 0.65, 'e': 0.06677142129625191}",25,3,35.678400389231264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.65, 'e': 0.06656918897050168}",35,21,30.72228262496118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.65, 'e': 0.06636752559198944}",25,7,21.848633990243435,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.65, 'e': 0.06616642982367527}",30,8,16.01106370323361,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
815,False,"{'a': 0.65, 'e': 0.06596590033005667}",20,10,17.619005435014284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.65, 'e': 0.06576593577717771}",25,8,33.23912522990841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.65, 'e': 0.06556653483263775}",25,10,27.101159430307654,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.65, 'e': 0.06536769616559956}",20,10,18.48900720947343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.65, 'e': 0.06516941844679913}",30,8,35.64907531906209,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.65, 'e': 0.06497170034855337}",35,20,26.95643173251418,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.65, 'e': 0.06477454054476839}",30,18,21.92183246430954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.65, 'e': 0.064577937710949}",35,25,20.050990932500014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.65, 'e': 0.06438189052420629}",20,10,19.464843074924786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.65, 'e': 0.06418639766326528}",20,10,18.850968273976235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.65, 'e': 0.06399145780847493}",20,10,21.146547968494573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.65, 'e': 0.06379706964181353}",20,13,1.4058265657596585,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.65, 'e': 0.06360323184689975}",20,0,12.095791823150101,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
828,False,"{'a': 0.65, 'e': 0.06340994310899772}",20,12,18.06085052383104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.65, 'e': 0.06321720211502713}",20,10,18.67620767990973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.65, 'e': 0.06302500755356955}",20,6,18.223255656206618,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.65, 'e': 0.06283335811487667}",30,11,37.31873951614507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.65, 'e': 0.06264225249087763}",25,10,29.48369769931611,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.65, 'e': 0.06245168937518697}",25,0,17.781986987977284,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
834,False,"{'a': 0.65, 'e': 0.0622616674631119}",25,13,22.038078031597323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.65, 'e': 0.062072185451659156}",25,10,24.995730211841554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.65, 'e': 0.06188324203954332}",25,11,14.682177573188575,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.65, 'e': 0.06169483592719294}",25,3,26.905714181750334,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.65, 'e': 0.061506965816758186}",25,20,10.231470827960718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.65, 'e': 0.0613196304121183}",25,16,17.371232366613363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.65, 'e': 0.0611328284188879}",20,0,-12.60262999141304,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
841,False,"{'a': 0.65, 'e': 0.06094655854442388}",20,6,2.322761140266402,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
842,False,"{'a': 0.65, 'e': 0.060760819497833185}",30,20,-27.79870852164577,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
843,False,"{'a': 0.65, 'e': 0.06057560998997824}",20,9,18.708511728747045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.65, 'e': 0.06039092873348462}",20,10,18.226205179877656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.65, 'e': 0.06020677444274758}",25,15,-6.219871830602624,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
846,False,"{'a': 0.65, 'e': 0.06002314583393764}",20,14,11.325953537738165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.65, 'e': 0.059840041625008444}",25,14,25.61642434944671,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.65, 'e': 0.0596574605357022}",20,5,28.737260159165178,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.65, 'e': 0.05947540128755624}",25,11,25.70938139824665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.65, 'e': 0.05929386260390923}",20,14,12.308189692600854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.65, 'e': 0.05911284320990773}",30,23,5.706904532870787,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.65, 'e': 0.0589323418325115}",20,9,21.451271550200513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.65, 'e': 0.058752357200500316}",30,16,21.372069005151047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.65, 'e': 0.058572888044479576}",20,13,13.77716865153904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.65, 'e': 0.05839393309688612}",20,1,33.0920269496138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.65, 'e': 0.05821549109199442}",20,6,24.904422008744877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.65, 'e': 0.058037560765921814}",25,20,10.937580557070255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.65, 'e': 0.05786014085663438}",25,19,12.201575831670887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.65, 'e': 0.057683230103953154}",30,11,34.775939223669965,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.65, 'e': 0.05750682724955847}",25,9,20.597701617864896,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.65, 'e': 0.0573309310369966}",25,15,18.81336829789998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.65, 'e': 0.05715554021168423}",25,11,24.122791256963733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.65, 'e': 0.056980653520914526}",25,7,31.90265368963007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.65, 'e': 0.05680626971386238}",25,3,32.693306741947914,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.65, 'e': 0.056632387541588836}",25,18,12.38102433151577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.65, 'e': 0.05645900575704699}",20,16,8.73743834186188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.65, 'e': 0.05628612311508663}",30,18,23.46229162219972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.65, 'e': 0.05611373837245992}",20,2,14.058735437049652,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.65, 'e': 0.05594185028782539}",30,15,28.570487390055376,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.65, 'e': 0.05577045762175359}",35,20,32.70973554793033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.65, 'e': 0.0555995591367312}",20,11,16.41968115994096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.65, 'e': 0.055429153597166714}",25,19,-2.5102790518649196,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.65, 'e': 0.055259239769394286}",20,11,18.8674581377118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.65, 'e': 0.05508981642167876}",25,17,16.529840918355433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.65, 'e': 0.05492088232421999}",30,22,16.510086386599227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.65, 'e': 0.05475243624915771}",20,7,23.759327880709254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.65, 'e': 0.054584476970575224}",30,13,28.657605424292402,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.65, 'e': 0.054417003264504604}",20,9,18.92802353037864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.65, 'e': 0.05425001390893125}",20,12,15.672634654926027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.65, 'e': 0.05408350768379644}",25,3,39.73774720976226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.65, 'e': 0.05391748337100344}",20,0,-9.346089363552284,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
882,False,"{'a': 0.65, 'e': 0.05375193975442061}",20,13,13.152382606230379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.65, 'e': 0.05358687561988551}",20,11,16.554276611123804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.65, 'e': 0.05342228975520913}",35,2,57.09727774787474,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.65, 'e': 0.05325818095018009}",20,0,31.493755950263473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
886,False,"{'a': 0.65, 'e': 0.05309454799656799}",20,10,-21.282884185617704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
887,False,"{'a': 0.65, 'e': 0.05293138968812716}",20,14,11.16514913850421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.65, 'e': 0.05276870482060114}",20,8,-19.005784780300004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
889,False,"{'a': 0.65, 'e': 0.05260649219172586}",35,17,31.999319946072664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.65, 'e': 0.052444750601233325}",25,6,30.742846728205965,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.65, 'e': 0.05228347885085538}",20,13,14.23870463682314,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.65, 'e': 0.05212267574432694}",25,13,21.68809923521649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.65, 'e': 0.05196234008738976}",25,18,6.396617662464892,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.65, 'e': 0.05180247068779609}",20,7,22.298268935975035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.65, 'e': 0.05164306635531102}",20,12,16.00238581263952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.65, 'e': 0.05148412590171714}",20,1,40.251846701753635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.65, 'e': 0.05132564814081675}",20,14,0.398177778301692,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.65, 'e': 0.05116763188843543}",30,18,23.839348010268715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.65, 'e': 0.05101007596242557}",30,20,17.820060946959117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.65, 'e': 0.05085297918266851}",30,19,17.984279164976652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.65, 'e': 0.0506963403710784}",25,8,30.390607670160207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.65, 'e': 0.05054015835160497}",20,8,21.688443909449436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.65, 'e': 0.0503844319502359}",20,15,8.492336600225835,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.65, 'e': 0.050229159995001216}",20,16,5.840732120672656,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.65, 'e': 0.05007434131597377}",30,4,43.45183488493278,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.65, 'e': 0.04991997474527399}",20,0,33.27665926299474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
907,False,"{'a': 0.65, 'e': 0.04976605911707188}",25,14,19.915912319872206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.65, 'e': 0.0496125932675896}",20,16,7.94242143714799,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.65, 'e': 0.04945957603510409}",20,7,10.024658765678819,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.65, 'e': 0.04930700625994955}",25,14,23.565823297710843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.65, 'e': 0.049154882784520515}",25,16,13.64597606339014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.65, 'e': 0.04900320445327322}",30,17,29.96018573226247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.65, 'e': 0.048851970112729126}",25,7,20.549231391432304,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.65, 'e': 0.048701178611476714}",25,20,9.906905305648712,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.65, 'e': 0.048550828800173584}",35,17,35.4014770287286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.65, 'e': 0.048400919531549236}",20,14,12.188735949349345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.65, 'e': 0.04825144966040684}",20,16,7.34143743439783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.65, 'e': 0.04810241804362558}",30,23,15.827374611935495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.65, 'e': 0.047953823540162976}",20,7,18.28852804621657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.65, 'e': 0.0478056650110561}",20,12,13.357383322664372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.65, 'e': 0.04765794131942458}",25,3,-6.24843112667546,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
922,False,"{'a': 0.65, 'e': 0.047510651330472164}",30,18,20.449793651208665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.65, 'e': 0.04736379391148826}",30,17,24.13243611419505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.65, 'e': 0.047217367931850385}",25,11,25.862234460112806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.65, 'e': 0.04707137226302571}",30,21,16.5955730913165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.65, 'e': 0.04692580577857275}",20,14,11.579479984471572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.65, 'e': 0.04678066735414299}",20,13,15.979521298579012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.65, 'e': 0.04663595586748315}",25,4,37.34760731997366,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.65, 'e': 0.04649167019843614}",20,6,1.72271034536398,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
930,False,"{'a': 0.65, 'e': 0.04634780922894288}",20,0,17.70712192404927,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
931,False,"{'a': 0.65, 'e': 0.04620437184304371}",20,16,7.563574303632679,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.65, 'e': 0.046061356926880404}",25,13,20.56550994244611,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.65, 'e': 0.045918763368696935}",20,3,28.11930079900442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.65, 'e': 0.04577659005884105}",35,21,28.746160692414133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.65, 'e': 0.045634835889766245}",20,14,12.251181772787525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.65, 'e': 0.04549349975603212}",20,8,-28.164131882504574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
937,False,"{'a': 0.65, 'e': 0.045352580554306354}",25,0,26.420434386172005,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
938,False,"{'a': 0.65, 'e': 0.045212077183365396}",30,12,33.72608845064892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.65, 'e': 0.04507198854409622}",30,14,26.075991644819926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.65, 'e': 0.044932313539497226}",30,20,21.24513589450998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.65, 'e': 0.04479305107467868}",20,0,21.411922214790486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
942,False,"{'a': 0.65, 'e': 0.04465420005686527}",25,17,16.29760496187525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.65, 'e': 0.04451575939539565}",25,8,30.26113965931861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.65, 'e': 0.044377728001723904}",25,14,-23.060519384123488,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
945,False,"{'a': 0.65, 'e': 0.044240104789420975}",20,11,13.63612770449957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.65, 'e': 0.044102888674175}",20,10,21.115545300061292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.65, 'e': 0.04396607857379187}",20,7,29.32092167183767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.65, 'e': 0.04382967340819699}",25,16,-0.54117703384744,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.65, 'e': 0.04369367209943553}",25,13,26.590900655252277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.65, 'e': 0.04355807357167274}",30,24,12.293186246303776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.65, 'e': 0.04342287675119505}",20,16,8.342326775228173,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.65, 'e': 0.0432880805664112}",30,12,10.644801042397933,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
953,False,"{'a': 0.65, 'e': 0.043153683947851906}",35,25,18.523589774689274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.65, 'e': 0.04301968582817084}",20,15,9.774340723307667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.65, 'e': 0.042886085142145425}",20,13,12.779369750837464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.65, 'e': 0.04275288082667694}",25,19,11.438142234300003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.65, 'e': 0.042620071820791416}",30,20,21.558056815856528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.65, 'e': 0.042487657065639284}",30,22,18.55435982075433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.65, 'e': 0.042355635504496614}",20,1,25.308149296974285,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.65, 'e': 0.042224006082765}",25,16,19.25139138017452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.65, 'e': 0.04209276774797166}",30,15,30.245629097496856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.65, 'e': 0.04196191944977046}",25,20,9.017726337529872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.65, 'e': 0.041831460139941434}",20,9,19.7080810139659,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.65, 'e': 0.041701388772390935}",30,20,22.003632878363476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.65, 'e': 0.04157170430315238}",30,24,13.890094065818227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.65, 'e': 0.041442405690386264}",25,12,22.56725314737979,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.65, 'e': 0.041313491894379606}",20,12,18.087252411289093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.65, 'e': 0.04118496187754683}",20,8,20.84894015869547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.65, 'e': 0.04105681460442878}",20,14,-2.2675022928615665,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.65, 'e': 0.04092904904169403}",20,6,26.66095353522822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.65, 'e': 0.040801664158137685}",20,14,11.382189987403933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.65, 'e': 0.04067465892468225}",20,12,11.552342999727003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.65, 'e': 0.04054803231437598}",25,0,22.655551419596527,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
974,False,"{'a': 0.65, 'e': 0.04042178330239454}",20,9,16.948111989796175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.65, 'e': 0.04029591086604012}",25,20,9.211799838868698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.65, 'e': 0.04017041398474053}",20,10,18.94553756771111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.65, 'e': 0.04004529164004966}",20,10,20.661743192205368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.65, 'e': 0.039920542815647386}",25,12,22.81403326846951,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.65, 'e': 0.03979616649733875}",25,8,29.709928491570157,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.65, 'e': 0.03967216167305332}",20,14,11.442099454367888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.65, 'e': 0.039548527332846195}",20,14,-0.07669288838042632,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.65, 'e': 0.03942526246889577}",25,20,9.55076703537597,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.65, 'e': 0.039302366075504636}",20,13,14.809239423410693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.65, 'e': 0.03917983714909845}",20,9,19.35404748141366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.65, 'e': 0.03905767468822563}",20,10,21.043872320601015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.65, 'e': 0.03893587769355711}",20,9,21.75136685252546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.65, 'e': 0.038814445167885014}",20,16,6.686409325758248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.65, 'e': 0.03869337611612278}",20,6,25.46413141977824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.65, 'e': 0.03857266954530403}",20,11,16.584498977344627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.65, 'e': 0.038452324464582244}",25,7,34.03050202395639,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.65, 'e': 0.03833233988523033}",20,8,26.017039888103888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.65, 'e': 0.038212714820638594}",25,17,17.341139228162945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.65, 'e': 0.03809344828631589}",20,16,6.512502456844659,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.65, 'e': 0.037974539299887256}",25,15,19.282355384866637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.65, 'e': 0.03785598688109404}",20,10,19.660978955592665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.65, 'e': 0.037737790051792564}",25,14,17.232551341972872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
