trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
441,False,"{'a': 0.65, 'e': 0.1923402390143859}",25,4,-60.87502085303399,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
442,False,"{'a': 0.65, 'e': 0.19183587099072963}",20,6,9.28736358591612,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.65, 'e': 0.19133251223822867}",25,1,11.555265644363722,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.65, 'e': 0.19083016238087747}",20,13,-10.883790129822552,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.65, 'e': 0.19032882103354043}",30,10,17.24888332131715,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.65, 'e': 0.18982848780199624}",20,10,20.164894673344893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.65, 'e': 0.18932916228298102}",20,9,10.72767692599717,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.65, 'e': 0.18883084406423}",30,6,-49.1700419684993,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
449,False,"{'a': 0.65, 'e': 0.18833353272452324}",20,16,6.6925848098701435,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.65, 'e': 0.1878372278337268}",25,7,-10.53299552379821,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
451,False,"{'a': 0.65, 'e': 0.1873419289528372}",25,0,-25.127381892239754,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
452,False,"{'a': 0.65, 'e': 0.1868476356340245}",30,13,22.08799000841987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.65, 'e': 0.18635434742067525}",20,0,-5.358888647910824,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
454,False,"{'a': 0.65, 'e': 0.18586206384743698}",30,18,23.327090925515254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.65, 'e': 0.18537078444026012}",20,9,6.006460535094975,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.65, 'e': 0.1848805087164428}",25,13,20.47548443602958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.65, 'e': 0.18439123618467324}",25,13,8.980506145045688,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.65, 'e': 0.18390296634507441}",25,19,1.8570880810236878,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.65, 'e': 0.183415698689246}",25,18,-8.003612402544569,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.65, 'e': 0.18292943270030937}",25,17,1.1622416727409417,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.65, 'e': 0.18244416785295003}",20,0,4.652633858811969,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
462,False,"{'a': 0.65, 'e': 0.18195990361346193}",25,13,-18.338451582571462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.65, 'e': 0.1814766394397903}",20,15,9.355742882584979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.65, 'e': 0.18099437478157554}",20,14,-31.272347632798496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.65, 'e': 0.18051310908019724}",25,13,-10.14204371650408,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.65, 'e': 0.1800328417688165}",25,11,22.304358923457823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.65, 'e': 0.17955357227242075}",20,9,12.22263477567853,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.65, 'e': 0.17907530000786653}",25,11,22.21836811384135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.65, 'e': 0.17859802438392325}",25,5,23.685868920923873,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.65, 'e': 0.1781217448013167}",30,8,28.730555291274275,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.65, 'e': 0.1776464606527729}",25,7,-25.589362639618898,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.65, 'e': 0.17717217132306107}",20,8,-7.308637419237277,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.65, 'e': 0.17669887618903768}",20,2,-29.176670038291178,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
474,False,"{'a': 0.65, 'e': 0.17622657461968938}",20,9,-61.112694321301035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
475,False,"{'a': 0.65, 'e': 0.17575526597617752}",25,13,24.54177156533405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.65, 'e': 0.17528494961188035}",20,3,-23.321610263022762,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
477,False,"{'a': 0.65, 'e': 0.17481562487243751}",20,6,2.6466565619126388,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.65, 'e': 0.17434729109579294}",20,0,-65.79551355532898,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
479,False,"{'a': 0.65, 'e': 0.17387994761223868}",25,3,-7.276392365205887,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
480,False,"{'a': 0.65, 'e': 0.1734135937444582}",20,9,20.516276412065682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.65, 'e': 0.1729482288075691}",25,8,9.87167844817921,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.65, 'e': 0.17248385210916828}",30,0,28.14321767074592,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.65, 'e': 0.172020462949373}",20,16,8.210032082818673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.65, 'e': 0.17155806062086665}",25,11,25.52092773736271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.65, 'e': 0.17109664440893957}",30,0,43.563963226297844,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.65, 'e': 0.17063621359153414}",25,2,-3.8624197391588355,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
487,False,"{'a': 0.65, 'e': 0.17017676743928778}",30,18,21.999931913684975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.65, 'e': 0.16971830521557585}",20,0,33.751904399870504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.65, 'e': 0.16926082617655402}",25,13,17.085843426692083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.65, 'e': 0.16880432957120362}",30,18,-14.249918977724873,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
491,False,"{'a': 0.65, 'e': 0.1683488146413724}",30,10,33.253696382836914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.65, 'e': 0.16789428062181955}",30,13,-5.620056600950831,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.65, 'e': 0.16744072674025723}",30,15,22.68736977687089,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.65, 'e': 0.16698815221739471}",20,11,5.4734104520444555,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.65, 'e': 0.16653655626698094}",25,8,-14.999024892635692,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.65, 'e': 0.16608593809584749}",25,13,11.07831635573792,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.65, 'e': 0.1656362969039512}",30,12,20.602228355858532,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.65, 'e': 0.16518763188441765}",25,9,22.29356522539952,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.65, 'e': 0.16473994222358346}",25,17,-27.11019166242167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.65, 'e': 0.16429322710103944}",25,14,20.19547632693187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.65, 'e': 0.163847485689673}",25,9,28.537759855561276,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.65, 'e': 0.16340271715571075}",20,15,10.563785039362433,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.65, 'e': 0.16295892065876183}",20,1,32.912148954917676,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.65, 'e': 0.16251609535185985}",30,21,13.808378109786304,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.65, 'e': 0.16207424038150509}",20,1,-42.169698722172484,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
506,False,"{'a': 0.65, 'e': 0.16163335488770836}",20,6,12.27766097382456,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.65, 'e': 0.16119343800403174}",35,15,35.90173365231526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.65, 'e': 0.16075448885763222}",25,12,24.72706701105088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.65, 'e': 0.1603165065693033}",20,10,-1.6247873014051084,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.65, 'e': 0.15987949025351744}",20,15,2.4749717127605892,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.65, 'e': 0.15944343901846858}",20,13,15.806507712325878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.65, 'e': 0.15900835196611374}",25,8,30.750802794965843,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.65, 'e': 0.15857422819221534}",20,5,22.27176624390656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.65, 'e': 0.15814106678638373}",20,16,8.14728813884371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.65, 'e': 0.1577088668321177}",20,12,-24.641708296001276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.65, 'e': 0.15727762740684803}",25,8,15.813362956342246,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.65, 'e': 0.1568473475819785}",35,24,14.044354504946316,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.65, 'e': 0.15641802642292746}",25,16,18.141751586876133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.65, 'e': 0.15598966298916994}",25,18,15.02454330808934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.65, 'e': 0.15556225633427923}",20,12,16.645977896162055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.65, 'e': 0.1551358055059684}",20,15,10.872941553590458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.65, 'e': 0.1547103095461312}",20,9,-6.500208705440032,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
523,False,"{'a': 0.65, 'e': 0.1542857674908844}",20,6,-5.251275428085496,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.65, 'e': 0.15386217837060867}",20,10,-22.848012866495456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.65, 'e': 0.15343954120998982}",20,6,-9.336178677197903,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
526,False,"{'a': 0.65, 'e': 0.1530178550280601}",20,9,-0.003577749189227042,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
527,False,"{'a': 0.65, 'e': 0.152597118838239}",25,11,26.393895998425908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.65, 'e': 0.1521773316483751}",20,11,16.426781734710705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.65, 'e': 0.15175849246078565}",20,8,20.086596965138973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.65, 'e': 0.15134060027229923}",25,11,23.469903052808913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.65, 'e': 0.15092365407429487}",25,15,8.761781806295012,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.65, 'e': 0.1505076528527438}",20,8,9.888664779373935,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.65, 'e': 0.15009259558824983}",30,12,24.92311281651549,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.65, 'e': 0.14967848125608985}",20,0,14.054211371630425,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.65, 'e': 0.149265308826254}",25,15,-26.082175492740323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.65, 'e': 0.14885307726348707}",20,0,19.05170024196299,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.65, 'e': 0.14844178552732767}",20,10,17.361677120814193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.65, 'e': 0.1480314325721488}",20,9,-2.7540732826135588,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
539,False,"{'a': 0.65, 'e': 0.1476220173471986}",20,0,20.352038612042485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.65, 'e': 0.14721353879663956}",20,10,15.979667432579568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.65, 'e': 0.14680599585958864}",20,12,15.724887627642797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.65, 'e': 0.1463993874701579}",30,17,25.061600360012385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.65, 'e': 0.14599371255749327}",25,16,-26.325688760287914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.65, 'e': 0.14558897004581495}",25,3,3.759448444950906,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.65, 'e': 0.1451851588544566}",20,3,6.451743983164001,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.65, 'e': 0.14478227789790465}",25,13,21.456399415740165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.65, 'e': 0.14438032608583906}",30,8,-70.6275308693425,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
548,False,"{'a': 0.65, 'e': 0.1439793023231707}",25,17,16.151208635029832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.65, 'e': 0.14357920551008196}",25,13,5.835086556086717,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.65, 'e': 0.14318003454206507}",20,14,11.271229742179163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.65, 'e': 0.14278178830996235}",20,5,13.658325615704982,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.65, 'e': 0.1423844657000034}",20,14,11.021699467144735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.65, 'e': 0.14198806559384536}",20,3,-65.60636405717878,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
554,False,"{'a': 0.65, 'e': 0.1415925868686112}",20,10,22.785152286559782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.65, 'e': 0.1411980283969282}",20,0,24.21181166257994,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.65, 'e': 0.14080438904696624}",20,3,-41.78434914276421,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
557,False,"{'a': 0.65, 'e': 0.1404116676824777}",30,16,-28.801142685205246,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.65, 'e': 0.14001986316283344}",35,21,25.50041751782426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.65, 'e': 0.13962897434306354}",35,13,45.72641393898594,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.65, 'e': 0.13923900007389323}",25,16,1.9039036575912618,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.65, 'e': 0.1388499392017828}",20,3,17.413538244672402,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.65, 'e': 0.13846179056896435}",25,0,-23.990973124620055,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
563,False,"{'a': 0.65, 'e': 0.13807455301347982}",25,18,13.044922050132996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.65, 'e': 0.13768822536921932}",25,9,27.851883097577492,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.65, 'e': 0.1373028064659575}",25,11,24.747352184139576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.65, 'e': 0.13691829512939302}",25,7,29.00976168417097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.65, 'e': 0.1365346901811838}",30,12,10.715112509948973,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.65, 'e': 0.13615199043898596}",30,16,-13.070472353839822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.65, 'e': 0.13577019471649}",20,10,17.104236967552787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.65, 'e': 0.13538930182345876}",30,22,17.384377430117357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.65, 'e': 0.13500931056576349}",20,12,15.434254694583863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.65, 'e': 0.13463021974542133}",20,8,-45.48304626383927,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
573,False,"{'a': 0.65, 'e': 0.1342520281606322}",20,16,8.40311505282788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.65, 'e': 0.13387473460581456}",25,0,21.86931559613065,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.65, 'e': 0.133498337871643}",25,18,13.059353763969746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.65, 'e': 0.13312283674508418}",30,18,5.43695704836206,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.65, 'e': 0.13274823000943314}",30,20,-22.56785510132271,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
578,False,"{'a': 0.65, 'e': 0.13237451644434972}",20,2,7.198524246166558,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.65, 'e': 0.13200169482589408}",20,5,27.078718903050316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.65, 'e': 0.13162976392656334}",30,15,28.84364562852825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.65, 'e': 0.13125872251532733}",20,8,19.05046244003525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.65, 'e': 0.13088856935766424}",25,0,28.735996975409563,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
583,False,"{'a': 0.65, 'e': 0.13051930321559602}",20,16,7.250201116504684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.65, 'e': 0.13015092284772412}",20,11,15.410005506545158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.65, 'e': 0.12978342700926504}",25,5,31.96373864959172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.65, 'e': 0.12941681445208542}",25,16,5.6270252651211825,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.65, 'e': 0.1290510839247373}",20,9,10.30041801775451,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.65, 'e': 0.12868623417249303}",25,13,13.061013680530895,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.65, 'e': 0.12832226393738055}",20,10,21.477423590035936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.65, 'e': 0.1279591719582177}",20,11,12.980116736173034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.65, 'e': 0.12759695697064755}",25,15,19.929646878122103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.65, 'e': 0.1272356177071724}",30,12,6.907144168157207,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.65, 'e': 0.12687515289718876}",30,11,9.346366852235157,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.65, 'e': 0.12651556126702113}",20,2,5.144242470338676,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
595,False,"{'a': 0.65, 'e': 0.12615684153995688}",30,9,26.332528372177705,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.65, 'e': 0.1257989924362799}",20,2,-0.04825356959846827,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
597,False,"{'a': 0.65, 'e': 0.12544201267330457}",20,1,31.928399033053548,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.65, 'e': 0.12508590096541017}",20,12,16.267224113431595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.65, 'e': 0.12473065602407385}",25,8,12.848985508736025,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.65, 'e': 0.12437627655790473}",20,10,15.66570472474335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.65, 'e': 0.12402276127267753}",30,4,30.439422344382265,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.65, 'e': 0.12367010887136565}",30,13,33.941316530538934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.65, 'e': 0.12331831805417459}",25,13,9.470710572881384,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.65, 'e': 0.12296738751857472}",20,3,32.12121093279373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.65, 'e': 0.12261731595933512}",20,7,17.788077012864473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.65, 'e': 0.12226810206855587}",25,17,17.170502662563855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.65, 'e': 0.12191974453570043}",20,5,27.529179215616306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.65, 'e': 0.12157224204762951}",25,20,9.616690403801371,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.65, 'e': 0.12122559328863247}",30,14,10.750900744955064,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.65, 'e': 0.12087979694046047}",35,21,5.543824437282628,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.65, 'e': 0.12053485168235767}",20,0,19.45208067903566,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
612,False,"{'a': 0.65, 'e': 0.12019075619109498}",20,0,30.940411561976568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.65, 'e': 0.11984750914100095}",25,8,22.289931522689724,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.65, 'e': 0.11950510920399349}",25,13,7.722732282698737,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.65, 'e': 0.11916355504961318}",25,14,9.667627372941109,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.65, 'e': 0.11882284534505272}",30,1,51.76461966812288,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.65, 'e': 0.1184829787551902}",30,21,16.672306954289414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.65, 'e': 0.11814395394262012}",20,3,28.252467088725954,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.65, 'e': 0.11780576956768385}",25,11,-2.851038926602911,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.65, 'e': 0.11746842428850202}",25,14,25.031769576211563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.65, 'e': 0.11713191676100476}",20,8,19.541707161077422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.65, 'e': 0.11679624563896218}",20,6,11.526931105619246,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.65, 'e': 0.11646140957401685}",25,5,22.5585368288253,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.65, 'e': 0.11612740721571224}",20,12,14.720645528543482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.65, 'e': 0.11579423721152515}",25,12,26.14094471631871,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
